player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Gannon Lanning,144487,T,USF,4,100.0,0,327,59.4,19.1,62.4,0,1,6,100.0,100.0,75.0,0,2,1,33,0,0,31,33,6,6,0,0,27,1
Christopher Vizzina,170032,QB,CLEMSON,7,38.8,0,140,59.6,,60.0,0,0,0,0.0,0.0,,0,0,0,33,0,0,0,85,0,43,0,0,33,0
Larenzo McMillan,138489,WR,NEW MEX ST,10,63.5,0,242,57.5,35.2,49.1,0,0,1,7.7,7.7,100.0,0,0,0,33,0,0,0,52,1,13,0,0,32,0
Brandon Rose,158503,QB,UTAH,3,39.3,0,328,65.3,62.2,60.3,0,0,1,2.5,2.3,100.0,0,0,0,33,0,0,0,84,1,43,0,0,32,0
Devin Roche,172294,HB,DOMINION,8,26.4,0,263,79.1,29.0,56.4,0,1,15,24.2,27.3,90.0,1,2,1,33,0,0,0,125,18,66,0,0,15,0
Enrique Cruz Jr.,144041,T,SYRACUSE,3,100.0,0,304,62.4,70.8,57.0,0,0,21,100.0,100.0,95.2,0,1,1,33,0,0,20,33,23,23,0,13,10,0
Landon Roaten,158520,G,WASH STATE,3,97.1,0,341,57.3,79.8,54.6,0,0,10,100.0,91.7,100.0,0,0,0,33,0,0,0,34,11,12,31,0,22,3
Aidan Johnson,176114,G,OHIO,5,100.0,0,259,80.3,,79.1,0,0,0,,,,0,0,0,33,0,0,0,33,0,0,33,0,33,0
Keegan Smith,145719,G,UCF,3,100.0,0,323,64.3,80.8,62.3,0,0,12,100.0,100.0,100.0,0,0,0,33,0,0,0,33,12,12,33,0,21,0
Kenric Lanier II,173408,WR,MINNESOTA,10,49.3,0,225,56.9,,72.0,0,0,0,0.0,0.0,,0,0,0,33,0,0,0,67,0,34,0,0,33,1
Donerio Davenport,134974,HB,LA TECH,4,24.4,0,208,63.7,76.7,58.2,0,0,15,17.9,17.4,100.0,0,0,0,33,0,0,0,135,15,86,0,0,18,0
Joshua Aka,172503,WR,OLE MISS,6,68.8,0,226,62.6,,69.2,0,0,0,0.0,0.0,,0,0,0,33,0,0,0,48,0,15,0,0,33,2
Andre Cojoe,173155,T,TEXAS,4,100.0,0,311,70.1,72.1,67.8,0,0,3,100.0,100.0,100.0,0,0,0,33,0,0,15,33,3,3,0,18,30,0
Joseph Habinowski,130593,G,OHIO,5,100.0,0,259,62.5,,61.7,0,0,0,,,,0,0,0,33,0,33,0,33,0,0,0,0,33,0
Eli Green,148152,WR,IOWA STATE,12,32.0,0,193,58.6,,58.2,0,0,0,0.0,0.0,,0,0,0,33,0,0,0,103,0,70,0,0,33,0
Kris Manu,188285,C,MIAMI OH,3,100.0,0,221,66.6,74.1,64.1,0,0,3,100.0,100.0,100.0,0,0,0,33,33,0,0,33,3,3,0,0,30,0
Ryan Silver,175763,G,S DIEGO ST,3,100.0,0,284,57.2,21.0,61.0,0,1,12,100.0,100.0,95.8,0,1,0,33,8,25,0,33,12,12,0,0,21,0
Jayson Tarpeh,149978,T,E CAROLINA,7,100.0,0,156,54.4,77.2,51.4,0,0,5,100.0,100.0,100.0,0,0,0,33,0,0,23,33,7,7,10,0,26,0
Creed Whittemore,172560,WR,MISS STATE,4,35.9,0,227,63.7,,63.0,0,0,0,0.0,0.0,,0,0,0,33,0,0,0,92,0,58,0,0,33,0
Chandler Rogers,98683,QB,CAL,8,33.7,0,130,60.8,,60.0,0,0,0,0.0,0.0,,0,0,0,33,0,0,0,98,0,41,0,0,33,0
Wes Dorsey,98513,T,UCF,2,100.0,0,323,58.3,79.8,54.4,0,0,12,100.0,100.0,100.0,0,0,0,33,0,0,1,33,12,12,0,32,21,0
Nick Scalise,170518,T,UNLV,2,100.0,0,325,70.4,77.4,67.6,0,0,6,100.0,100.0,100.0,0,0,0,32,0,0,24,32,6,6,0,8,26,0
Dalen Cambre,102933,WR,LA LAFAYET,10,38.6,0,207,61.6,,58.9,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,83,0,51,0,0,32,0
Ryan Burger,157544,QB,LIBERTY,5,45.1,0,206,44.0,,60.0,0,0,0,0.0,0.0,,1,0,0,32,0,0,0,71,0,27,0,0,32,0
Cameron Friel,146195,QB,UNLV,5,66.7,0,325,63.5,,60.3,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,48,0,6,0,0,32,0
Rashod Dubinion,157020,HB,ARKANSAS,8,18.3,0,111,70.0,75.9,56.7,0,0,18,18.2,17.3,100.0,0,0,0,32,0,0,0,175,18,104,0,0,14,0
Tyrin Smith,145487,WR,CINCINNATI,4,41.0,0,138,59.6,,48.8,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,78,0,46,0,0,32,0
Jaydon Chatman,173154,G,TEXAS,5,100.0,0,311,69.0,76.3,67.6,0,0,5,100.0,100.0,100.0,0,0,0,32,0,5,0,32,5,5,26,0,27,0
Wesley Campbell VI,178477,TE,LA MONROE,12,40.0,0,209,57.2,71.8,45.9,0,0,4,7.8,7.7,100.0,0,0,0,32,0,0,0,80,4,52,0,0,28,15
Koby Keenum,175153,C,KENTUCKY,2,100.0,0,202,52.1,71.4,56.3,0,0,14,100.0,100.0,100.0,1,0,0,32,30,0,0,32,15,15,0,0,17,0
Jay Coyne,158379,FB,MICH STATE,10,86.5,0,223,56.8,77.5,51.1,0,0,3,37.5,44.4,100.0,0,0,0,32,0,0,0,37,4,9,0,0,28,0
C'Quan Jnopierre,165468,WR,FIU,12,26.7,0,166,61.6,,77.0,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,120,0,81,0,0,32,1
Xavier Daisy,190761,WR,UAB,10,38.1,0,321,46.7,64.4,39.7,0,0,2,3.8,3.7,100.0,0,0,0,32,0,0,0,84,2,54,0,0,30,0
T.J. Finley,124093,QB,W KENTUCKY,3,26.0,0,346,66.9,,60.0,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,123,0,87,0,0,32,0
Keegan Jones,100594,HB,UCLA,12,17.4,0,324,65.1,26.5,43.6,1,1,21,17.5,17.3,85.7,0,4,2,32,0,0,0,184,22,127,0,0,10,5
Kade McIntyre,173708,TE,OKLAHOMA,5,66.7,0,261,56.7,64.0,76.0,0,0,2,12.5,11.1,100.0,1,0,0,32,0,0,0,48,2,18,0,0,30,21
Darius Copeland,174926,WR,LIBERTY,3,50.8,0,206,65.6,,71.7,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,63,0,30,0,0,32,0
Harrison Waylee,130584,HB,WYOMING,4,23.5,1,351,66.0,23.2,57.3,1,1,18,31.6,33.9,94.4,2,2,0,32,0,0,0,136,20,59,0,0,12,0
Gabarri Johnson,175905,QB,OREGON ST,6,36.4,0,265,58.9,,60.0,0,0,0,0.0,0.0,,2,0,0,32,0,0,0,88,0,41,0,0,32,0
Eddie Lee Marburger,145511,QB,UTSA,7,37.6,0,331,60.3,,60.0,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,85,0,48,0,0,32,0
Hampton Earle,99604,WR,CLEMSON,6,74.4,0,140,55.5,,62.2,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,43,0,11,0,0,32,0
Nader Chirchi,171037,TE,UCONN,5,74.4,0,146,62.5,,73.4,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,43,0,11,0,0,32,32
Nick Fattig,173636,G,TEXAS TECH,4,100.0,0,315,60.6,61.7,59.5,1,0,15,100.0,100.0,96.7,0,1,0,32,0,27,0,32,17,17,4,0,15,0
Jabari Brooks,139059,G,UCF,2,100.0,0,323,63.5,80.8,61.3,0,0,12,100.0,100.0,100.0,0,0,0,32,0,32,0,32,12,12,0,0,20,0
Tim Grear Jr.,173507,WR,FRESNO ST,8,35.6,0,169,59.4,,71.6,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,90,0,58,0,0,32,0
Alex Birchmeier,170276,G,PENN STATE,4,100.0,0,266,70.5,65.9,70.0,0,0,10,100.0,100.0,100.0,0,0,0,32,0,0,0,32,12,12,31,0,20,1
Nate Burleson II,175718,WR,NEVADA,9,40.5,0,239,60.7,,60.7,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,79,0,47,0,0,32,0
Peyton Lewis,184885,HB,TENNESSEE,9,24.6,0,307,71.6,44.5,59.1,0,2,25,44.6,42.4,92.0,0,3,1,32,0,0,0,130,25,59,0,0,7,0
Nathan Leacock,174732,WR,TENNESSEE,3,71.1,0,307,61.7,,63.3,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,45,0,13,0,0,32,0
Jakobe Sanders,174307,C,OKLA STATE,3,100.0,0,262,76.9,69.3,73.4,0,0,12,100.0,100.0,100.0,0,0,0,32,32,0,0,32,13,13,0,0,19,0
Braiden Staten,175571,TE,FIU,7,64.0,0,166,44.1,25.2,60.8,0,0,2,10.0,14.3,100.0,1,0,0,32,0,0,0,50,3,21,0,0,29,32
Keyon Cox,174344,T,UCF,2,100.0,0,323,68.4,80.2,64.6,0,0,12,100.0,100.0,100.0,0,0,0,32,0,0,32,32,12,12,0,0,20,0
Domonique Thomas,156226,HB,OLE MISS,8,29.4,0,226,68.1,65.3,51.5,0,1,22,42.3,40.4,97.7,0,1,0,32,0,0,0,109,23,57,0,0,9,0
Turner Stepp,144348,WR,NAVY,8,96.9,0,237,57.9,62.1,56.2,0,0,1,50.0,50.0,100.0,0,0,0,31,0,0,0,32,1,2,0,0,30,2
Marquis Shoulders,144451,WR,HOUSTON,4,43.7,0,182,58.4,,49.0,0,0,0,0.0,0.0,,1,0,0,31,0,0,0,71,0,39,0,0,31,0
Sammy Norris,146024,G,UNLV,4,96.9,0,325,61.6,83.8,60.6,0,0,3,75.0,75.0,100.0,0,0,0,31,0,10,1,32,3,4,0,0,28,3
Zevi Eckhaus,148535,QB,WASH STATE,3,32.0,0,341,76.5,,60.0,0,0,0,0.0,0.0,,0,0,0,31,0,0,0,97,0,56,0,0,31,0
Aaron Philo,183222,QB,GA TECH,4,26.5,0,176,91.3,,60.0,0,0,0,0.0,0.0,,1,0,0,31,0,0,0,117,0,79,0,0,31,0
Reese Baker,189564,T,TULANE,4,100.0,0,319,52.2,80.3,56.4,0,0,6,100.0,100.0,100.0,1,0,0,31,0,0,30,31,8,8,0,0,23,0
Jalen Coit,122858,WR,NC STATE,10,58.5,0,248,51.6,,54.5,0,0,0,0.0,0.0,,0,0,0,31,0,0,0,53,0,22,0,0,31,0
Eli Miller,144868,TE,IOWA,10,100.0,0,192,61.2,69.4,59.8,0,0,2,100.0,100.0,100.0,0,0,0,31,0,0,0,31,2,2,0,0,29,23
Caden Jones,174252,T,FLORIDA,4,100.0,0,163,79.4,62.1,77.5,0,1,6,100.0,100.0,91.7,0,1,0,31,0,0,0,31,6,6,0,30,25,1
Jadon Thompson,123583,WR,LOUISVILLE,3,44.9,0,210,78.5,,61.2,0,0,0,0.0,0.0,,0,0,0,31,0,0,0,69,0,38,0,0,31,0
Ian Moore,183704,T,OHIO STATE,4,100.0,0,260,73.7,81.1,69.7,0,0,9,100.0,100.0,100.0,0,0,0,31,0,0,0,31,9,9,0,31,22,0
Terrance Shelton Jr.,188159,HB,BUFFALO,10,52.5,0,126,67.9,80.6,60.3,0,0,9,64.3,66.7,100.0,0,0,0,31,0,0,0,59,10,15,0,0,21,0
Terez Traynor,100890,WR,CHARLOTTE,7,48.4,0,136,51.2,,48.7,0,0,0,0.0,0.0,,0,0,0,31,0,0,0,64,0,33,0,0,31,0
Roger Saleapaga,184864,TE,OREGON,7,86.1,0,264,55.9,61.0,58.1,0,0,1,16.7,16.7,100.0,0,0,0,31,0,0,1,36,1,6,0,1,30,20
Javen Jacobs,157190,HB,NEW MEXICO,7,17.0,0,241,69.1,77.9,46.2,0,0,9,8.4,7.4,100.0,1,0,0,31,0,0,0,182,9,121,0,0,22,0
Maealiuaki Smith,183921,QB,OKLA STATE,4,23.7,0,262,53.9,,60.0,0,0,0,0.0,0.0,,3,0,0,31,0,0,0,131,0,86,0,0,31,0
Blake Ivy,184804,G,TEXAS A&M,2,100.0,0,312,61.0,76.9,56.3,1,0,21,100.0,100.0,97.6,0,1,0,31,0,12,0,31,21,21,19,0,10,0
Jack Funke,162663,G,BOSTON COL,5,100.0,0,121,80.6,82.5,78.3,0,0,6,100.0,100.0,100.0,0,0,0,31,0,4,0,31,7,7,15,10,24,0
Matt Ragan,162672,TE,BOSTON COL,2,83.8,0,121,59.0,66.8,70.5,0,0,1,16.7,14.3,100.0,0,0,0,31,0,0,0,37,1,7,0,0,30,31
Jayden Bass,176033,T,UCONN,3,100.0,0,146,76.8,76.4,73.8,0,0,7,100.0,100.0,100.0,0,0,0,31,0,0,0,31,7,7,0,31,24,0
Brandon Thomas,121788,HB,MEMPHIS,11,23.7,0,218,78.0,56.3,59.2,0,2,17,30.4,30.5,94.1,0,2,0,31,0,0,0,131,18,59,0,0,13,0
Antario Brown,145868,HB,N ILLINOIS,8,14.6,0,254,68.2,70.8,55.0,0,0,15,19.5,19.2,100.0,0,0,0,31,0,0,0,212,15,78,0,0,16,0
Austin Lawrence,147728,G,WASH STATE,2,100.0,0,341,55.6,81.8,51.5,0,0,10,100.0,100.0,100.0,0,0,0,31,0,18,0,31,11,11,0,13,20,0
Devin Hyatt,171853,WR,ARIZONA,12,24.8,1,109,54.2,,40.3,0,0,0,0.0,0.0,,1,0,0,31,0,0,0,125,0,94,0,0,31,0
Terrell Crosby Jr.,157607,WR,TOLEDO,8,34.5,0,316,53.6,,61.4,0,0,0,0.0,0.0,,0,0,0,30,0,0,0,87,0,56,0,0,30,0
Terron Kellman,158048,HB,CHARLOTTE,8,26.8,0,136,71.9,39.9,60.0,0,3,26,45.6,45.9,94.2,0,3,0,30,0,0,0,112,28,61,0,0,2,0
Isaiah Jacobs,129518,HB,UAB,4,25.9,0,321,61.8,26.6,53.1,0,1,11,20.4,21.1,95.5,0,1,0,30,0,0,0,116,12,57,0,0,18,1
Terion Stewart,130386,HB,BOWL GREEN,11,11.7,0,122,75.9,22.4,56.5,0,0,14,21.2,23.2,92.9,1,1,1,30,0,0,0,256,16,69,0,0,14,0
Enoch Nawahine,97303,HB,BYU,6,37.0,0,128,62.1,32.3,66.2,0,1,11,34.4,34.4,95.5,1,1,0,30,0,0,0,81,11,32,0,0,19,0
Juju Lewis,162713,WR,FIU,4,41.7,0,166,70.0,,55.8,0,0,0,0.0,0.0,,0,0,0,30,0,0,0,72,0,42,0,0,30,0
Devyn Ford,97305,HB,NOTRE DAME,8,48.4,0,258,60.9,39.3,67.4,0,2,14,42.4,45.7,92.9,0,2,0,30,0,0,0,62,16,35,0,0,14,0
Destun Thomas,162531,WR,KENNESAW,4,66.7,0,200,64.5,,60.0,0,0,0,0.0,0.0,,0,0,0,30,0,0,0,45,0,14,0,0,30,0
Johnathan Arceneaux,146053,HB,FRESNO ST,11,38.5,0,169,66.1,78.2,48.7,0,0,4,13.3,18.2,100.0,0,0,0,30,0,0,0,78,6,33,0,0,24,1
Ryner Swanson,183782,TE,BYU,13,40.0,0,128,71.1,26.0,57.9,0,0,0,0.0,2.2,,0,0,0,30,0,0,0,75,1,46,0,0,29,44
George Silva,174129,T,OREGON,7,100.0,0,264,51.7,25.0,55.1,0,2,6,100.0,100.0,83.3,0,2,0,30,0,0,30,30,6,6,0,0,24,0
Zack Marshall,174041,TE,MICHIGAN,6,90.9,0,222,55.9,54.8,57.8,0,1,3,60.0,57.1,83.3,0,1,0,30,0,0,1,33,4,7,0,0,26,29
Trey Walker,129452,TE,INDIANA,6,93.8,0,190,49.5,68.5,57.2,0,0,2,50.0,50.0,100.0,1,0,0,30,0,0,0,32,2,4,0,0,28,27
Willie Shaw III,145916,HB,TOLEDO,6,30.6,0,316,70.8,24.4,64.1,2,1,19,46.3,46.3,86.8,0,4,1,30,0,0,0,98,19,41,0,0,11,0
Noah McKinney,158136,T,OKLA STATE,2,100.0,0,262,56.5,50.9,57.4,0,2,13,100.0,100.0,92.3,0,2,0,30,0,0,30,30,15,15,0,0,15,0
Makoni Manukainiu,188837,TE,S JOSE ST,9,93.8,0,285,48.1,69.6,50.4,0,0,2,50.0,60.0,100.0,0,0,0,30,0,0,0,32,3,5,0,0,27,32
Zack Card,173726,WR,OREGON ST,10,47.6,0,265,56.3,,62.4,0,0,0,0.0,0.0,,0,0,0,30,0,0,0,63,0,28,0,0,30,0
Dietrick Pennington,144133,G,CLEMSON,1,100.0,0,140,62.8,63.6,62.1,0,1,16,100.0,100.0,96.9,0,1,0,30,0,30,0,30,17,17,0,0,13,0
Takye Heath,174787,WR,VA TECH,7,81.1,0,337,60.7,,56.7,0,0,0,0.0,0.0,,0,0,0,30,0,0,0,37,0,6,0,0,30,0
Carter Campbell,121919,WR,SMU,7,71.4,0,287,70.9,,61.9,0,0,0,0.0,0.0,,0,0,0,30,0,0,0,42,0,11,0,0,30,0
Nick Harris,147410,TE,UCONN,4,83.3,0,146,53.8,65.4,57.3,0,0,1,14.3,14.3,100.0,0,0,0,30,0,0,0,36,1,7,0,0,29,29
Max Runyon,176028,FB,SYRACUSE,12,100.0,0,304,53.5,72.8,52.4,0,0,3,100.0,100.0,100.0,0,0,0,30,0,0,0,30,3,3,0,0,27,1
David Hoyt,147325,T,ARMY,8,100.0,0,114,91.9,51.0,93.0,0,0,5,100.0,100.0,100.0,1,0,0,30,0,1,0,30,6,6,0,23,24,3
Ryan Blum,171221,C,C MICHIGAN,4,100.0,0,134,72.7,70.1,69.9,0,0,14,100.0,100.0,100.0,0,0,0,30,30,0,0,30,15,15,0,0,15,0
Christian Helms,101126,WR,USF,5,88.2,0,327,58.1,,62.3,0,0,0,0.0,0.0,,0,0,0,30,0,0,0,34,0,4,0,0,30,0
Kayden Luke,189622,FB,ARIZONA,9,81.1,0,109,70.6,12.8,77.0,0,1,2,66.7,50.0,75.0,0,1,0,30,0,0,0,37,2,4,0,0,28,2
Dasan Smith,191046,G,C MICHIGAN,2,100.0,0,134,62.6,51.6,64.4,0,0,17,100.0,100.0,100.0,0,0,0,30,0,16,14,30,18,18,0,0,12,0
Keaton Schultz,144377,G,SMU,3,100.0,0,287,64.8,42.2,65.5,0,0,8,100.0,100.0,100.0,0,0,0,30,15,15,0,30,8,8,0,0,22,0
Fred Robertson,189826,HB,LA TECH,9,27.0,0,208,65.3,21.7,50.5,0,2,11,19.0,18.3,81.8,1,3,1,30,0,0,0,111,11,60,0,0,19,0
Ethan Bumgarner,156840,G,SO MISS,4,100.0,0,296,45.7,72.7,45.3,0,0,2,100.0,100.0,100.0,0,0,0,30,0,0,0,30,3,3,28,0,27,1
Brionne Penny,101332,WR,JAMES MAD,5,54.7,0,197,55.1,,70.2,0,0,0,0.0,0.0,,2,0,0,29,0,0,0,53,0,24,0,0,29,0
Fletcher Westphal,184434,T,FLORIDA,3,100.0,0,163,68.8,80.2,65.3,0,0,7,100.0,100.0,100.0,0,0,0,29,0,0,29,29,7,7,0,0,22,0
John Bragg,176336,T,LA LAFAYET,3,100.0,0,207,65.5,76.9,62.4,0,0,9,100.0,100.0,100.0,0,0,0,29,0,0,3,29,9,9,0,26,20,0
Cody Hagen,189644,WR,BYU,7,65.9,0,128,66.6,,60.5,0,0,0,0.0,0.0,,0,0,0,29,0,0,0,44,0,15,0,0,29,0
Ashton Funk,184802,T,TEXAS A&M,2,100.0,0,312,69.3,70.7,67.5,0,0,18,100.0,100.0,100.0,0,0,0,29,10,1,18,29,18,18,0,0,11,0
Zycarl Lewis Jr.,189579,WR,TULANE,4,54.7,0,319,59.4,,56.7,0,0,0,0.0,0.0,,0,0,0,29,0,0,0,53,0,24,0,0,29,0
Jaelen Smith,175469,WR,MICH STATE,3,40.3,0,223,53.0,,50.4,0,0,0,0.0,0.0,,1,0,0,29,0,0,0,72,0,43,0,0,29,0
Gavin Freeman,158078,WR,OKLA STATE,4,38.2,0,262,56.0,,59.3,0,0,0,0.0,0.0,,0,0,0,29,0,0,0,76,0,47,0,0,29,0
Sesi Vailahi,174313,HB,OKLA STATE,12,18.8,0,262,62.2,63.3,45.9,0,2,16,16.8,18.3,93.7,0,2,0,29,0,0,0,154,19,104,0,0,10,0
Ethan Hubbard,170049,T,S ALABAMA,5,100.0,0,288,56.8,70.4,56.2,0,0,2,100.0,100.0,100.0,0,0,0,29,8,0,0,29,2,2,0,21,27,0
Sam Telesa,108565,G,LA MONROE,8,96.7,0,209,52.1,16.2,59.8,1,0,8,88.9,88.9,93.7,0,1,0,29,0,2,0,30,8,9,12,0,21,16
Braylon James,171088,WR,TCU,5,64.4,0,305,56.9,,62.6,0,0,0,0.0,0.0,,0,0,0,29,0,0,0,45,0,16,0,0,29,0
Joshua Guerin,175238,WR,NAVY,2,96.7,0,237,50.9,,43.3,0,0,0,0.0,0.0,,0,0,0,29,0,0,0,30,0,1,0,0,29,3
Branden Ganashamoorthy,176674,WR,WASH STATE,7,42.0,1,341,58.1,,61.4,0,0,0,0.0,0.0,,1,0,0,29,0,0,0,69,0,40,0,0,29,0
Deion Hankins,97310,HB,TEXAS ST,10,25.7,0,314,71.2,23.3,58.2,0,0,8,27.6,30.0,100.0,0,0,0,29,0,0,0,113,9,30,0,0,20,0
Michael Whitehouse,144351,T,NAVY,6,100.0,0,237,67.6,,65.9,0,0,0,,,,0,0,0,29,0,0,0,29,0,0,0,28,29,1
Micah Gilbert,184095,WR,NOTRE DAME,3,67.4,0,258,48.7,,62.4,0,0,0,0.0,0.0,,0,0,0,29,0,0,0,43,0,14,0,0,29,1
Terrell Timmons Jr.,157423,WR,COLORADO,10,27.4,0,143,45.9,,30.6,0,0,0,0.0,0.0,,0,0,0,29,0,0,0,106,0,77,0,0,29,0
Jeremiah Aaron,157367,WR,N TEXAS,4,29.9,0,251,65.8,,39.6,0,0,0,0.0,0.0,,0,0,0,29,0,0,0,97,0,68,0,0,29,0
TJ McMillen,174029,C,ILLINOIS,8,100.0,0,187,63.8,76.3,61.0,0,0,9,100.0,100.0,100.0,0,0,0,29,15,0,0,29,9,9,0,0,20,12
Tank Green,129514,G,UCONN,4,100.0,0,146,44.7,44.1,61.6,0,0,7,100.0,100.0,85.7,2,1,1,29,0,0,3,29,7,7,6,16,22,4
Maquel Haywood,144314,HB,APP STATE,8,26.1,0,108,69.9,52.1,59.7,0,2,21,31.3,32.1,95.2,0,2,0,29,0,0,0,111,25,78,0,0,4,0
Jamarion Carroll,175279,WR,SMU,4,74.4,0,287,56.0,,61.5,0,0,0,0.0,0.0,,0,0,0,29,0,0,0,39,0,10,0,0,29,0
Mason Wade,183205,T,CLEMSON,2,100.0,0,140,46.6,60.6,43.9,1,0,10,100.0,100.0,95.0,0,1,0,28,0,0,0,28,11,11,0,28,17,0
Banks Pope,144134,TE,CLEMSON,10,90.3,0,140,67.8,57.4,71.5,0,1,4,57.1,57.1,87.5,0,1,0,28,0,0,2,31,4,7,0,0,24,25
Ryan Brubaker,158104,C,S CAROLINA,4,100.0,0,289,65.7,79.0,62.5,0,0,10,100.0,100.0,100.0,0,0,0,28,28,0,0,28,10,10,0,0,18,0
Kaden Wetjen,156448,WR,IOWA,12,35.0,0,192,60.5,,60.1,0,0,0,0.0,0.0,,0,0,0,28,0,0,0,80,0,48,0,0,28,0
Sully Burns,158410,T,TEXAS ST,6,100.0,0,314,75.3,89.7,72.0,0,0,1,100.0,100.0,100.0,0,0,0,28,0,0,25,28,3,3,0,0,25,3
Telly Johnson Jr.,188420,HB,N ILLINOIS,6,16.0,0,254,73.1,59.5,57.5,1,1,11,21.6,23.2,90.9,0,2,0,28,0,0,0,175,13,56,0,0,15,0
Don Chaney Jr.,122207,HB,LOUISVILLE,11,17.2,0,210,61.7,33.1,52.7,1,1,16,16.7,17.5,87.5,0,3,1,28,0,0,0,163,18,103,0,0,10,0
Anfernee Crease,190434,T,KENTUCKY,2,100.0,0,202,58.0,52.3,58.6,0,1,11,100.0,100.0,95.5,0,1,0,28,0,0,0,28,12,12,0,28,16,0
J'Shun Bodiford,145303,T,MIDDLE TN,1,100.0,0,224,61.0,81.7,55.4,0,0,11,100.0,100.0,100.0,0,0,0,28,0,0,0,28,11,11,0,28,17,0
Caleb Warren,99083,G,OLE MISS,5,100.0,0,226,50.9,0.0,64.6,1,0,11,100.0,100.0,95.5,0,1,0,28,11,14,0,28,12,12,3,0,16,0
Jared Merk,176316,WR,BOWL GREEN,7,68.3,0,122,61.5,,61.1,0,0,0,0.0,0.0,,0,0,0,28,0,0,0,41,0,13,0,0,28,0
Kam Davis,183297,HB,FLORIDA ST,9,22.8,0,167,66.6,39.5,70.1,1,2,17,29.3,30.0,91.2,0,3,0,28,0,0,0,123,18,60,0,0,10,0
Vance Bolyard,170039,TE,DUKE,8,68.3,0,154,41.3,70.8,39.5,0,0,2,13.3,13.3,100.0,0,0,0,28,0,0,1,41,2,15,0,0,26,32
Bryson Estes,143878,G,FLORIDA ST,3,100.0,0,167,63.0,36.6,69.2,1,0,17,100.0,100.0,97.1,0,1,0,28,0,8,0,28,18,18,19,0,10,1
Ja'Ricous Hairston,175499,TE,VA TECH,7,87.5,0,337,46.3,63.8,45.3,0,0,1,20.0,20.0,100.0,0,0,0,28,0,0,0,32,1,5,0,0,27,25
Jobi Malary,103979,HB,JAMES MAD,9,33.3,0,197,85.3,54.0,66.4,0,0,10,50.0,50.0,100.0,0,0,0,28,0,0,0,84,10,20,0,0,18,0
Terrell Kim,183746,G,ARIZONA ST,5,100.0,0,110,48.9,74.4,47.1,0,0,3,100.0,100.0,100.0,0,0,0,28,0,10,0,28,3,3,14,0,25,2
Naquil Betrand,184528,T,ALABAMA,1,100.0,0,103,56.8,52.7,57.0,0,1,10,100.0,100.0,95.0,0,1,0,28,0,0,28,28,11,11,0,0,17,0
Mike Mitchell,176656,HB,UTAH,11,30.8,0,328,63.8,39.0,48.2,0,0,8,33.3,33.3,100.0,0,0,0,28,0,0,0,91,8,24,0,0,20,0
Noble Johnson,170012,WR,CLEMSON,6,57.1,0,140,55.6,,63.5,0,0,0,0.0,0.0,,0,0,0,28,0,0,0,49,0,21,0,0,28,0
Tripp Riordan,175293,TE,SMU,6,75.7,0,287,47.3,71.2,42.2,0,0,2,18.2,18.2,100.0,1,0,0,28,0,0,0,37,2,11,0,0,26,12
Kyron Barnes,163554,G,SO MISS,1,100.0,0,296,46.3,56.5,50.6,0,1,14,100.0,100.0,96.4,1,1,0,28,0,0,0,28,15,15,28,0,13,0
Justyn Martin,162461,QB,UCLA,3,38.9,0,324,67.7,,60.0,0,0,0,0.0,0.0,,0,0,0,28,0,0,0,72,0,42,0,0,28,0
Tyler Crowe,101219,HB,BOISE ST,13,33.3,0,120,74.9,45.4,65.5,0,1,5,19.2,22.6,90.0,0,1,0,27,0,0,0,81,7,31,0,0,20,0
Brandon Frazier,123985,TE,AUBURN,3,65.9,0,115,60.4,71.7,54.1,0,0,7,35.0,33.3,100.0,0,0,0,27,0,0,0,41,7,21,0,0,20,36
Kyler Kasper,163298,WR,OREGON,4,42.2,0,264,55.2,,60.7,0,0,0,0.0,0.0,,0,0,0,27,0,0,0,64,0,37,0,0,27,0
Rocco Conti,186412,HB,AIR FORCE,5,52.9,0,101,53.5,,63.3,0,0,0,0.0,0.0,,0,0,0,27,0,0,0,51,0,16,0,0,27,0
Jaden Muskrat,123256,T,AUBURN,5,100.0,0,115,81.6,76.2,79.2,0,0,8,100.0,100.0,100.0,0,0,0,27,0,0,0,27,8,8,0,21,19,6
